station_id,station_name,basin,country,latitude,longitude,date,year,month,day,day_of_year,rainfall_mm,river_level_m,soil_moisture_percent,temperature_celsius,flood_risk_score,flood_event_occurred,severity_level,season,monsoon_season,data_quality_score
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2002-06-17,2002,6,17,168,18.07,7.83,41.37,20.24,4.9,0,Moderate,Summer,1,0.911
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2002-09-14,2002,9,14,257,28.69,6.87,58.87,37.56,5.51,0,High,Autumn,1,0.888
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2017-06-13,2017,6,13,164,17.98,7.63,37.95,20.67,4.67,0,Moderate,Summer,1,0.978
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2024-02-25,2024,2,25,56,7.24,3.26,12.82,11.3,2.62,0,Low,Winter,0,0.968
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2013-03-08,2013,3,8,67,4.46,2.51,12.13,8.12,1.89,0,Low,Spring,0,0.915
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2013-07-08,2013,7,8,189,22.07,6.3,50.52,25.46,3.99,0,Moderate,Summer,1,0.968
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2001-10-29,2001,10,29,302,31.77,7.81,54.65,34.64,5.4,0,High,Autumn,1,0.892
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2001-06-17,2001,6,17,168,18.1,8.24,41.63,20.44,4.51,0,Moderate,Summer,1,0.946
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2016-02-10,2016,2,10,41,5.34,2.85,18.47,13.88,2.24,0,Low,Winter,0,0.932
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2022-01-03,2022,1,3,3,2.78,2.6,14.84,18.27,2.28,0,Low,Winter,0,0.947
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2007-11-24,2007,11,24,328,5.23,3.13,22.96,28.05,2.38,0,Low,Autumn,0,0.947
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2012-05-15,2012,5,15,136,4.64,5.6,31.14,13.75,2.36,0,Low,Spring,0,0.951
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2001-09-19,2001,9,19,262,28.54,5.74,50.5,39.28,4.25,0,Moderate,Autumn,1,0.983
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2002-08-23,2002,8,23,235,24.4,7.21,58.19,34.19,5.17,0,High,Summer,1,0.9
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2015-12-18,2015,12,18,352,2.73,3.15,20.28,23.0,2.4,0,Low,Winter,0,0.943
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2000-12-01,2000,12,1,336,9.21,3.93,26.2,25.3,2.65,0,Low,Winter,0,0.914
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2011-03-07,2011,3,7,66,17.53,5.76,31.21,12.52,4.44,0,Moderate,Spring,0,0.966
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2002-02-17,2002,2,17,48,6.92,3.72,24.26,11.81,2.88,0,Low,Winter,0,0.982
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2021-12-03,2021,12,3,337,5.54,2.83,15.9,23.03,1.61,0,Low,Winter,0,0.894
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2007-12-21,2007,12,21,355,7.45,3.36,34.37,20.21,2.77,0,Low,Winter,0,0.98
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2008-12-19,2008,12,19,354,4.14,3.18,27.33,25.88,2.44,0,Low,Winter,0,0.897
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2003-01-31,2003,1,31,31,15.39,3.24,22.82,13.72,3.36,0,Moderate,Winter,0,0.897
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2005-11-24,2005,11,24,328,7.25,3.11,33.22,25.62,1.66,0,Low,Autumn,0,0.977
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2013-12-16,2013,12,16,350,8.48,3.49,17.41,24.18,2.22,0,Low,Winter,0,0.929
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2016-12-09,2016,12,9,344,5.18,3.58,26.6,25.64,2.27,0,Low,Winter,0,0.887
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2004-08-18,2004,8,18,231,26.92,5.05,46.39,35.5,4.4,0,Moderate,Summer,1,0.954
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2004-01-22,2004,1,22,22,9.68,3.36,21.16,16.73,2.11,0,Low,Winter,0,0.915
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2009-08-15,2009,8,15,227,25.18,6.54,54.46,32.86,4.73,0,Moderate,Summer,1,0.894
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2007-07-07,2007,7,7,188,23.35,5.83,52.63,22.5,4.26,0,Moderate,Summer,1,0.976
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2016-03-28,2016,3,28,88,4.79,2.47,15.94,8.26,1.54,0,Low,Spring,0,0.911
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2007-05-30,2007,5,30,150,12.13,6.08,36.94,15.39,2.95,0,Low,Spring,0,0.931
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2012-03-30,2012,3,30,90,11.59,3.54,16.89,7.78,2.61,0,Low,Spring,0,0.969
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2019-09-28,2019,9,28,271,29.32,7.74,55.57,35.49,5.63,0,High,Autumn,1,0.96
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2023-09-23,2023,9,23,266,29.71,8.73,62.02,38.16,5.89,0,High,Autumn,1,0.987
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2020-04-22,2020,4,22,113,3.48,5.34,20.68,15.54,1.93,0,Low,Spring,0,0.908
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2016-07-23,2016,7,23,205,23.46,6.4,57.13,29.27,4.96,0,Moderate,Summer,1,0.909
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2023-11-15,2023,11,15,319,5.24,3.39,22.01,31.18,1.43,0,Low,Autumn,0,0.953
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2001-08-29,2001,8,29,241,638.4,69.21,100.0,36.61,8.68,1,Extreme,Summer,1,0.935
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2016-04-13,2016,4,13,104,6.9,5.99,25.79,11.98,2.59,0,Low,Spring,0,0.968
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2002-07-18,2002,7,18,199,20.85,5.3,53.8,31.94,4.61,0,Moderate,Summer,1,0.947
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2005-10-10,2005,10,10,283,31.92,7.98,62.14,35.71,6.24,0,High,Autumn,1,0.906
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2004-02-12,2004,2,12,43,4.24,3.19,21.33,10.92,1.86,0,Low,Winter,0,0.915
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2020-04-06,2020,4,6,97,5.11,5.59,27.81,9.43,2.6,0,Low,Spring,0,0.92
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2015-05-13,2015,5,13,133,3.91,5.1,24.86,14.51,2.13,0,Low,Spring,0,0.893
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2004-03-06,2004,3,6,66,8.64,3.72,22.95,9.52,2.83,0,Low,Spring,0,0.939
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2009-06-08,2009,6,8,159,17.62,8.02,43.81,20.7,4.88,0,Moderate,Summer,1,0.914
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2019-07-29,2019,7,29,210,23.89,7.23,53.98,32.49,4.99,0,Moderate,Summer,1,0.932
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2014-07-18,2014,7,18,199,24.77,6.88,49.2,30.78,4.83,0,Moderate,Summer,1,0.887
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2024-06-05,2024,6,5,157,21.22,7.12,40.92,21.26,3.96,0,Moderate,Summer,1,0.981
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2009-08-29,2009,8,29,241,27.9,7.79,55.3,37.99,4.91,0,Moderate,Summer,1,0.932
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2004-05-12,2004,5,12,133,9.68,6.24,27.3,10.92,3.27,0,Moderate,Spring,0,0.974
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2016-10-03,2016,10,3,277,33.77,8.35,54.97,34.49,4.89,0,Moderate,Autumn,1,0.936
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2016-06-29,2016,6,29,181,19.16,8.6,48.99,20.77,4.38,0,Moderate,Summer,1,0.898
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2001-03-30,2001,3,30,89,7.77,3.33,20.85,5.46,2.49,0,Low,Spring,0,0.936
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2023-11-26,2023,11,26,330,11.96,4.5,31.43,27.52,3.0,0,Moderate,Autumn,0,0.939
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2021-08-16,2021,8,16,228,25.71,5.94,50.67,35.91,4.31,0,Moderate,Summer,1,0.949
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2011-12-17,2011,12,17,351,4.12,2.43,24.5,22.21,2.02,0,Low,Winter,0,0.967
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2009-01-01,2009,1,1,1,9.78,3.11,27.25,21.54,2.43,0,Low,Winter,0,0.89
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2024-08-14,2024,8,14,227,30.52,7.18,59.38,35.81,4.84,0,Moderate,Summer,1,0.933
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2003-10-19,2003,10,19,292,31.62,6.74,53.32,33.34,5.43,0,High,Autumn,1,0.961
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2013-10-29,2013,10,29,302,32.72,6.46,51.26,35.04,5.28,0,High,Autumn,1,0.914
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2003-12-17,2003,12,17,351,8.26,3.52,28.34,18.87,1.92,0,Low,Winter,0,0.904
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2018-03-03,2018,3,3,62,5.2,2.94,23.29,9.67,1.29,0,Low,Spring,0,0.952
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2015-02-15,2015,2,15,46,4.38,2.9,19.01,15.74,1.72,0,Low,Winter,0,0.982
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2005-05-14,2005,5,14,134,12.25,6.66,36.95,15.18,3.88,0,Moderate,Spring,0,0.913
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2016-12-10,2016,12,10,345,5.52,2.91,13.28,21.38,2.7,0,Low,Winter,0,0.924
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2019-10-02,2019,10,2,275,33.21,7.16,54.29,34.41,5.27,0,High,Autumn,1,0.893
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2006-07-27,2006,7,27,208,22.04,5.71,45.46,33.08,4.55,0,Moderate,Summer,1,0.941
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2004-11-06,2004,11,6,311,6.56,2.82,32.4,31.9,1.81,0,Low,Autumn,0,0.902
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2016-11-24,2016,11,24,329,11.23,2.98,29.1,29.5,2.9,0,Low,Autumn,0,0.971
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2016-08-27,2016,8,27,240,282.09,50.16,100.0,41.37,8.45,1,Extreme,Summer,1,0.908
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2005-03-22,2005,3,22,81,7.53,2.08,15.14,10.11,1.13,0,Low,Spring,0,0.966
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2023-05-27,2023,5,27,147,6.29,6.04,22.71,19.57,3.0,0,Moderate,Spring,0,0.909
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2000-08-25,2000,8,25,238,24.42,5.93,52.49,35.37,3.86,0,Moderate,Summer,1,0.947
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2020-01-24,2020,1,24,24,8.06,3.3,22.96,14.91,2.29,0,Low,Winter,0,0.926
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2008-07-14,2008,7,14,196,22.78,6.61,54.64,25.69,4.57,0,Moderate,Summer,1,0.957
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2016-07-07,2016,7,7,189,21.23,5.51,51.0,27.16,4.44,0,Moderate,Summer,1,0.978
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2007-11-17,2007,11,17,321,3.8,2.91,30.27,31.87,2.03,0,Low,Autumn,0,0.926
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2020-12-24,2020,12,24,359,2.54,2.08,24.4,18.89,2.11,0,Low,Winter,0,0.933
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2000-10-02,2000,10,2,276,35.39,6.75,50.29,38.1,4.85,0,Moderate,Autumn,1,0.912
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2023-12-21,2023,12,21,355,8.0,3.2,22.55,23.6,2.21,0,Low,Winter,0,0.99
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2022-05-03,2022,5,3,123,10.04,7.21,26.67,11.84,4.09,0,Moderate,Spring,0,0.953
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2010-05-01,2010,5,1,121,8.82,7.01,25.4,12.96,4.62,0,Moderate,Spring,0,0.964
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2007-10-19,2007,10,19,292,37.58,7.19,55.05,33.85,5.5,0,High,Autumn,1,0.978
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2010-01-11,2010,1,11,11,11.73,4.48,20.01,17.8,2.49,0,Low,Winter,0,0.888
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2024-10-08,2024,10,8,282,35.9,8.44,55.15,37.23,7.08,1,Extreme,Autumn,1,0.96
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2013-12-17,2013,12,17,351,10.62,4.08,28.25,21.93,3.29,0,Moderate,Winter,0,0.914
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2016-08-29,2016,8,29,242,26.05,6.03,56.06,35.02,4.7,0,Moderate,Summer,1,0.883
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2007-11-16,2007,11,16,320,7.65,3.69,27.63,29.61,3.14,0,Moderate,Autumn,0,0.983
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2021-11-26,2021,11,26,330,12.33,3.11,35.64,28.63,2.1,0,Low,Autumn,0,0.917
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2006-05-17,2006,5,17,137,4.65,5.16,25.03,14.04,2.6,0,Low,Spring,0,0.972
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2016-12-23,2016,12,23,358,4.1,2.61,19.79,23.74,1.29,0,Low,Winter,0,0.939
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2002-03-22,2002,3,22,81,9.61,3.69,20.29,7.8,2.56,0,Low,Spring,0,0.904
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2012-11-15,2012,11,15,320,7.27,4.05,26.31,30.66,2.91,0,Low,Autumn,0,0.969
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2023-06-27,2023,6,27,178,18.3,7.06,37.93,23.63,4.56,0,Moderate,Summer,1,0.902
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2005-04-29,2005,4,29,119,15.52,7.45,29.43,13.14,3.93,0,Moderate,Spring,0,0.909
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2014-10-20,2014,10,20,293,33.31,7.07,55.57,35.41,5.86,0,High,Autumn,1,0.99
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2008-09-29,2008,9,29,273,29.15,8.47,54.44,36.55,5.12,0,High,Autumn,1,0.97
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2006-06-28,2006,6,28,179,17.94,7.02,46.21,23.1,4.35,0,Moderate,Summer,1,0.954
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2006-11-10,2006,11,10,314,7.33,3.21,34.04,31.66,2.34,0,Low,Autumn,0,0.919
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2002-06-15,2002,6,15,166,18.15,8.18,50.22,20.18,4.87,0,Moderate,Summer,1,0.97
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2005-04-04,2005,4,4,94,6.75,6.57,21.5,6.91,2.89,0,Low,Spring,0,0.916
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2002-09-21,2002,9,21,264,47.4,11.32,72.91,37.93,6.96,0,High,Autumn,1,0.914
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2005-07-06,2005,7,6,187,23.29,6.69,55.26,24.95,4.31,0,Moderate,Summer,1,0.96
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2014-09-04,2014,9,4,247,32.47,7.63,60.59,33.61,5.32,0,High,Autumn,1,0.984
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2004-05-26,2004,5,26,147,3.21,5.42,27.0,14.59,2.2,0,Low,Spring,0,0.96
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2024-11-15,2024,11,15,320,11.6,4.1,32.16,28.13,3.11,0,Moderate,Autumn,0,0.97
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2018-07-23,2018,7,23,204,21.75,5.71,45.73,31.17,3.78,0,Moderate,Summer,1,0.971
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2005-03-03,2005,3,3,62,5.02,3.6,22.03,8.02,2.19,0,Low,Spring,0,0.961
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2019-07-27,2019,7,27,208,21.26,4.72,56.12,30.51,4.54,0,Moderate,Summer,1,0.976
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2018-12-11,2018,12,11,345,8.3,3.76,24.5,27.97,2.48,0,Low,Winter,0,0.902
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2006-09-20,2006,9,20,263,29.23,7.47,60.04,37.46,5.45,0,High,Autumn,1,0.98
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2017-12-25,2017,12,25,359,5.25,2.81,24.86,19.78,2.55,0,Low,Winter,0,0.966
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2008-05-25,2008,5,25,146,14.3,5.71,35.8,16.47,3.77,0,Moderate,Spring,0,0.901
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2003-09-26,2003,9,26,269,29.01,5.89,58.92,36.93,4.23,0,Moderate,Autumn,1,0.905
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2016-11-04,2016,11,4,309,4.08,4.29,29.88,30.82,2.77,0,Low,Autumn,0,0.918
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2016-05-12,2016,5,12,133,8.2,6.63,34.15,11.61,3.68,0,Moderate,Spring,0,0.964
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2013-07-28,2013,7,28,209,22.57,5.15,48.68,29.41,4.02,0,Moderate,Summer,1,0.936
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2013-08-14,2013,8,14,226,25.35,6.33,52.3,34.62,4.2,0,Moderate,Summer,1,0.925
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2017-05-24,2017,5,24,144,4.88,5.38,27.12,14.38,3.17,0,Moderate,Spring,0,0.962
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2022-07-08,2022,7,8,189,22.85,6.5,50.33,24.46,3.75,0,Moderate,Summer,1,0.968
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2003-04-19,2003,4,19,109,12.31,6.45,26.5,10.87,3.55,0,Moderate,Spring,0,0.898
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2007-07-28,2007,7,28,209,30.38,8.66,55.8,29.67,5.31,0,High,Summer,1,0.906
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2023-02-21,2023,2,21,52,3.97,2.88,12.51,12.39,1.54,0,Low,Winter,0,0.898
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2014-03-15,2014,3,15,74,5.46,3.25,19.68,7.17,2.13,0,Low,Spring,0,0.971
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2007-03-02,2007,3,2,61,4.17,2.67,16.91,8.61,2.19,0,Low,Spring,0,0.896
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2003-08-13,2003,8,13,225,208.3,39.25,100.0,36.47,8.96,1,Extreme,Summer,1,0.974
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2007-01-25,2007,1,25,25,3.34,2.81,23.99,10.2,2.46,0,Low,Winter,0,0.973
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2020-06-16,2020,6,16,168,26.82,8.25,53.14,24.15,5.0,0,High,Summer,1,0.914
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2021-03-30,2021,3,30,89,8.25,2.93,17.15,8.28,2.23,0,Low,Spring,0,0.962
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2010-10-20,2010,10,20,293,33.75,9.22,60.52,35.95,6.13,0,High,Autumn,1,0.881
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2006-07-30,2006,7,30,211,21.61,6.43,52.89,31.38,4.4,0,Moderate,Summer,1,0.971
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2004-03-03,2004,3,3,63,7.41,2.84,17.09,7.64,2.75,0,Low,Spring,0,0.953
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2020-05-22,2020,5,22,143,23.05,7.87,43.87,16.76,4.64,0,Moderate,Spring,0,0.898
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2020-01-25,2020,1,25,25,5.93,3.16,17.76,13.17,2.21,0,Low,Winter,0,0.896
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2007-07-26,2007,7,26,207,21.82,5.7,50.0,33.55,4.19,0,Moderate,Summer,1,0.988
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2020-06-28,2020,6,28,180,23.75,8.0,46.18,26.56,4.78,0,Moderate,Summer,1,0.903
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2002-09-10,2002,9,10,253,29.14,6.89,55.05,39.43,3.78,0,Moderate,Autumn,1,0.985
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2013-12-31,2013,12,31,365,14.24,5.04,27.1,20.15,3.42,0,Moderate,Winter,0,0.983
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2011-03-15,2011,3,15,74,13.02,4.33,29.54,7.59,2.36,0,Low,Spring,0,0.905
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2022-08-05,2022,8,5,217,26.51,6.4,54.69,32.55,5.11,0,High,Summer,1,0.886
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2022-11-14,2022,11,14,318,10.09,4.86,32.48,30.93,2.61,0,Low,Autumn,0,0.908
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2024-02-16,2024,2,16,47,14.83,4.49,26.67,14.75,2.86,0,Low,Winter,0,0.968
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2002-07-05,2002,7,5,186,24.02,5.62,51.28,28.08,4.94,0,Moderate,Summer,1,0.933
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2004-10-30,2004,10,30,304,32.76,8.01,54.58,33.2,5.78,0,High,Autumn,1,0.959
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2005-07-08,2005,7,8,189,27.52,8.27,51.57,26.79,5.72,0,High,Summer,1,0.962
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2003-01-30,2003,1,30,30,7.57,3.51,13.95,9.94,1.36,0,Low,Winter,0,0.933
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2002-11-08,2002,11,8,312,3.63,3.31,24.46,31.71,2.44,0,Low,Autumn,0,0.965
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2008-03-30,2008,3,30,90,6.47,2.6,18.56,12.48,1.38,0,Low,Spring,0,0.984
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2022-09-25,2022,9,25,268,29.84,8.4,57.5,39.72,5.2,0,High,Autumn,1,0.925
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2020-06-21,2020,6,21,173,21.95,8.87,48.57,22.4,5.25,0,High,Summer,1,0.982
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2018-08-09,2018,8,9,221,28.23,7.52,53.66,33.9,5.77,0,High,Summer,1,0.988
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2017-10-24,2017,10,24,297,35.07,9.36,54.1,36.13,5.54,0,High,Autumn,1,0.926
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2000-01-16,2000,1,16,16,10.46,3.16,15.54,19.99,2.03,0,Low,Winter,0,0.95
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2002-07-27,2002,7,27,208,22.24,5.66,58.8,32.13,4.32,0,Moderate,Summer,1,0.93
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2015-04-24,2015,4,24,114,10.03,5.38,19.25,10.85,3.11,0,Moderate,Spring,0,0.962
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2013-11-12,2013,11,12,316,10.37,4.37,31.59,30.98,2.49,0,Low,Autumn,0,0.894
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2001-08-04,2001,8,4,216,27.86,7.04,54.78,31.04,5.33,0,High,Summer,1,0.885
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2009-11-10,2009,11,10,314,7.84,4.03,24.89,31.48,2.3,0,Low,Autumn,0,0.941
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2012-02-23,2012,2,23,54,5.45,2.32,18.33,10.48,1.86,0,Low,Winter,0,0.936
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2014-06-04,2014,6,4,155,26.07,9.13,49.29,19.95,4.97,0,Moderate,Summer,1,0.951
